CustomerID,Churn,Country,State,Retired,HasPartner,HasDependents,Education,Gender,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,TypeOfService,ServiceDetails
Cust6162,No,India,Maharashtra,0,1,2,0,Female,509.5,41030,13405.75,40103,Yes,One year,Credit card (automatic),OnlineBackup,No
Cust4675,No,India,Maharashtra,0,1,1,Masters,Female,127,41030,4749,39863,Yes,Two year,Credit card (automatic),OnlineSecurity,No internet service
Cust1541,Yes,India,Maharashtra,0,1,1,Masters,Female,501.25,41030,5323.25,40613,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust2636,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,448.25,41030,16740.5,39833,Yes,One year,Credit card (automatic),StreamingMovies,Yes
Cust3724,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,346,41030,346,40883,Yes,Month-to-month,Electronic check,TechnicalSupport,No
Cust3258,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,218.75,41030,4518,40253,Yes,One year,Bank transfer (automatic),OnlineBackup,Yes
Cust1712,No,India,Maharashtra,0,2,2,Masters,Female,290,41030,8672.5,40043,No,One year,Credit card (automatic),DeviceProtection,Yes
Cust5530,No,India,Maharashtra,0,2,2,Graduation,Male,125.5,41030,8625,38963,Yes,Two year,Bank transfer (automatic),DeviceProtection,No internet service
Cust5712,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,442.25,41030,7110.5,40433,Yes,Month-to-month,Electronic check,DeviceProtection,Yes
Cust2091,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,532.5,41030,36744,38843,Yes,Two year,Bank transfer (automatic),OnlineSecurity,No
Cust3606,No,India,Maharashtra,0,1,2,Highschool or below,Male,306.75,41030,15847.75,39353,No,Month-to-month,Bank transfer (automatic),InternetServiceCategory,DSL
Cust3342,No,India,Maharashtra,0,2,2,Masters,Male,98.75,41030,1474.5,40433,No,Month-to-month,Credit card (automatic),DeviceProtection,No internet service
Cust1828,No,India,Maharashtra,0,2,1,ProfessionalQalification,Male,431,41030,4466,40583,No,Month-to-month,Electronic check,TechnicalSupport,No
Cust6428,No,India,Maharashtra,1,1,2,Masters,Male,526.75,41030,37559.5,38813,No,Two year,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust2584,No,India,Maharashtra,0,2,2,Graduation,Male,212,41030,732,40793,No,Month-to-month,Mailed check,StreamingMovies,No
Cust1392,No,India,Maharashtra,0,2,2,Graduation,Female,361.75,41030,24957.5,38903,Yes,One year,Bank transfer (automatic),StreamingTelevision,No
Cust3385,No,India,Maharashtra,0,1,2,Graduation,Male,495,41030,34973,38783,Yes,Two year,Electronic check,InternetServiceCategory,Fiber optic
Cust2732,No,India,Maharashtra,0,2,2,Masters,Female,399.75,41030,13636.5,39893,Yes,One year,Bank transfer (automatic),TechnicalSupport,Yes
Cust5804,No,India,Maharashtra,0,1,1,Highschool or below,Male,409.75,41030,28007,38843,Yes,Two year,Bank transfer (automatic),OnlineBackup,Yes
Cust1397,Yes,India,Maharashtra,1,2,2,Graduation,Female,397.5,41030,21851.25,39293,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust3972,No,India,Maharashtra,0,2,2,Highschool or below,Female,445.75,41030,5287.75,40553,Yes,Month-to-month,Electronic check,TechnicalSupport,No
Cust3221,No,India,Maharashtra,1,1,2,Highschool or below,Female,472,41030,30630.75,38963,No,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust6424,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,243,41030,243,40883,Yes,Month-to-month,Credit card (automatic),MultipleLines,No
Cust4383,No,India,Maharashtra,0,1,1,Graduation,Female,249.5,41030,7051.25,40073,No,Month-to-month,Mailed check,StreamingMovies,No
Cust5347,Yes,India,Maharashtra,1,1,2,Graduation,Male,224.25,41030,12864.75,39203,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust5582,Yes,India,Maharashtra,0,2,2,Graduation,Male,255,41030,1529.75,40763,Yes,Month-to-month,Mailed check,StreamingMovies,Yes
Cust5117,No,India,Maharashtra,0,2,2,Graduation,Female,102.5,41030,102.5,40883,No,Month-to-month,Mailed check,StreamingMovies,No internet service
Cust6056,Yes,India,Maharashtra,1,1,2,Graduation,Female,370.75,41030,16147,39653,Yes,Month-to-month,Credit card (automatic),TechnicalSupport,No
Cust6001,No,India,Maharashtra,0,2,2,Masters,Female,271,41030,8698,39953,Yes,Month-to-month,Electronic check,InternetServiceCategory,DSL
Cust4908,Yes,India,Maharashtra,0,1,2,Graduation,Female,491.25,41030,27541.75,39233,Yes,One year,Electronic check,DeviceProtection,No
Cust6205,No,India,Maharashtra,0,2,2,Highschool or below,Female,373.75,41030,5646.75,40433,Yes,Month-to-month,Credit card (automatic),MultipleLines,Yes
Cust2744,No,India,Maharashtra,0,2,1,ProfessionalQalification,Male,98.75,41030,5621,39083,No,Two year,Mailed check,InternetServiceCategory,No
Cust4836,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,421.5,41030,9278.25,40253,Yes,Month-to-month,Mailed check,HasPhoneService,1
Cust2503,Yes,India,Maharashtra,1,1,2,Graduation,Female,382,41030,382,40883,Yes,Month-to-month,Mailed check,OnlineBackup,Yes
Cust5578,Yes,India,Maharashtra,0,1,1,ProfessionalQalification,Female,370.25,41030,7828.5,40283,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust4095,No,India,Maharashtra,0,1,1,Graduation,Female,397.5,41030,28308.5,38753,Yes,Two year,Bank transfer (automatic),OnlineBackup,Yes
Cust4980,No,India,Maharashtra,0,2,2,Graduation,Male,200.25,41030,812.25,40793,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust2708,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Male,94.25,41030,94.25,40883,Yes,Month-to-month,Mailed check,InternetServiceCategory,No
Cust2949,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,253,41030,776.75,40823,Yes,Month-to-month,Electronic check,StreamingMovies,Yes
Cust4700,No,India,Maharashtra,0,2,2,Masters,Female,123.5,41030,7595,39173,Yes,Two year,Credit card (automatic),StreamingMovies,No internet service
Cust5279,No,India,Maharashtra,1,2,2,ProfessionalQalification,Female,512,41030,32359.25,38933,Yes,Two year,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust4242,No,India,Maharashtra,0,1,1,Highschool or below,Male,96,41030,5273.75,39353,No,Two year,Mailed check,OnlineBackup,No internet service
Cust1876,No,India,Maharashtra,0,1,1,Graduation,Male,126.75,41030,8575.75,38813,No,Two year,Mailed check,OnlineBackup,No internet service
Cust2653,No,India,Maharashtra,0,1,1,Graduation,Female,424,41030,6019.5,40493,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust2913,No,India,Maharashtra,0,2,1,Masters,Female,247.5,41030,6328.25,40133,Yes,Month-to-month,Mailed check,TechnicalSupport,No
Cust6303,No,India,Maharashtra,0,2,2,Graduation,Female,254.75,41030,1538,40733,No,Month-to-month,Credit card (automatic),MultipleLines,No phone service
Cust3774,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,411.5,41030,411.5,40883,Yes,Month-to-month,Electronic check,StreamingMovies,No
Cust3225,Yes,India,Maharashtra,0,2,2,Graduation,Female,355,41030,3362.75,40643,No,Month-to-month,Electronic check,StreamingMovies,No
Cust6159,No,India,Maharashtra,0,1,1,Graduation,Male,97,41030,6816.25,38753,No,Two year,Credit card (automatic),MultipleLines,No
Cust1424,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,328,41030,22832.5,38753,Yes,Two year,Bank transfer (automatic),HasPhoneService,0
Cust3518,No,India,Maharashtra,0,1,1,Graduation,Female,96.25,41030,4321,39533,Yes,Two year,Mailed check,HasPhoneService,1
Cust1525,No,India,Maharashtra,0,2,2,Highschool or below,Female,556.25,41030,39920.75,38783,Yes,Two year,Electronic check,OnlineBackup,Yes
Cust2212,Yes,India,Maharashtra,0,2,2,Graduation,Female,409.75,41030,409.75,40883,Yes,Month-to-month,Electronic check,MultipleLines,No
Cust4810,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,121,41030,7226,39083,Yes,Two year,Mailed check,StreamingTelevision,No internet service
Cust5420,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,395.75,41030,8384.75,40223,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust5585,No,India,Maharashtra,0,1,2,Graduation,Male,300,41030,10966,39773,Yes,Two year,Bank transfer (automatic),StreamingTelevision,Yes
Cust2684,No,India,Maharashtra,0,1,2,Highschool or below,Female,128,41030,9441.25,38783,No,Two year,Credit card (automatic),OnlineBackup,No internet service
Cust1305,No,India,Maharashtra,0,1,1,Highschool or below,Female,124,41030,5123.5,39713,Yes,Two year,Mailed check,InternetServiceCategory,No
Cust5343,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,123.75,41030,3460.5,40163,No,Two year,Credit card (automatic),HasPhoneService,1
Cust5511,No,India,Maharashtra,1,2,2,Masters,Male,146.75,41030,1906,40553,Yes,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust1956,No,India,Maharashtra,0,2,2,Graduation,Female,421.25,41030,22949.25,39263,Yes,One year,Credit card (automatic),OnlineBackup,No
Cust6296,No,India,Maharashtra,0,2,2,Graduation,Female,97.75,41030,97.75,40883,No,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust2735,No,India,Maharashtra,0,2,2,Graduation,Female,245.25,41030,11325,39593,Yes,One year,Electronic check,MultipleLines,No phone service
Cust4336,No,India,Maharashtra,0,1,2,Graduation,Female,513.5,41030,25690.5,39353,Yes,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust2640,No,India,Maharashtra,0,1,2,Masters,Female,505.75,41030,31919.5,39083,No,One year,Bank transfer (automatic),StreamingTelevision,Yes
Cust3727,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,254,41030,1440.25,40733,Yes,Month-to-month,Bank transfer (automatic),InternetServiceCategory,DSL
Cust5490,No,India,Maharashtra,0,2,2,Masters,Male,474.5,41030,1802.75,40793,Yes,Month-to-month,Mailed check,OnlineBackup,Yes
Cust3217,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,156,41030,4631,40043,Yes,Month-to-month,Electronic check,HasPhoneService,0
Cust4503,No,India,Maharashtra,0,1,2,Masters,Male,320.75,41030,6372.25,40313,Yes,One year,Mailed check,TechnicalSupport,Yes
Cust1323,No,India,Maharashtra,0,2,2,Highschool or below,Male,533.25,41030,8360.5,40403,Yes,Month-to-month,Bank transfer (automatic),HasPhoneService,1
Cust2443,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,373.75,41030,3533,40643,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust4330,No,India,Maharashtra,0,1,2,Masters,Female,128.25,41030,9435,38753,No,Two year,Bank transfer (automatic),HasPhoneService,1
Cust1991,No,India,Maharashtra,1,1,2,Graduation,Male,386.75,41030,26981.25,38753,No,Two year,Credit card (automatic),OnlineBackup,Yes
Cust1234,No,India,Maharashtra,0,1,2,Graduation,Male,421.25,41030,17696.25,39623,Yes,One year,Bank transfer (automatic),OnlineSecurity,Yes
Cust5660,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,447,41030,5661.75,40523,No,Month-to-month,Electronic check,OnlineBackup,Yes
Cust4948,No,India,Maharashtra,0,1,2,Masters,Male,423.25,41030,26889,39023,Yes,Two year,Credit card (automatic),OnlineBackup,No
Cust2776,Yes,India,Maharashtra,1,2,2,Graduation,Male,447.5,41030,10980.75,40163,Yes,Month-to-month,Electronic check,OnlineBackup,Yes
Cust6374,No,India,Maharashtra,0,1,2,Graduation,Female,120.75,41030,8882.25,38753,Yes,Two year,Credit card (automatic),InternetServiceCategory,No
Cust3436,No,India,Maharashtra,1,2,2,Masters,Female,522.25,41030,24319.25,39533,Yes,Month-to-month,Electronic check,OnlineBackup,Yes
Cust2221,No,India,Maharashtra,1,1,1,ProfessionalQalification,Male,122,41030,7743.25,38993,Yes,Two year,Bank transfer (automatic),InternetServiceCategory,No
Cust4454,Yes,India,Maharashtra,1,2,2,ProfessionalQalification,Female,446.5,41030,446.5,40883,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust3531,No,India,Maharashtra,0,2,2,Highschool or below,Female,98.25,41030,584.25,40733,No,Two year,Credit card (automatic),StreamingTelevision,No internet service
Cust2563,No,India,Maharashtra,0,1,1,Highschool or below,Female,334.25,41030,23794,38753,No,Two year,Bank transfer (automatic),TechnicalSupport,Yes
Cust2734,No,India,Maharashtra,0,2,2,Masters,Male,556.75,41030,32598.75,39143,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust6391,No,India,Maharashtra,0,2,2,Masters,Male,121.75,41030,754.25,40703,Yes,One year,Credit card (automatic),HasPhoneService,0
Cust5261,No,India,Maharashtra,0,2,2,Masters,Male,326.75,41030,6159.25,40343,Yes,One year,Bank transfer (automatic),StreamingTelevision,No
Cust5484,No,India,Maharashtra,0,2,2,Graduation,Female,397.75,41030,4791.25,40553,Yes,Month-to-month,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust5450,No,India,Maharashtra,0,1,2,Graduation,Male,299,41030,17805.75,39113,Yes,One year,Mailed check,InternetServiceCategory,DSL
Cust1829,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,314,41030,314,40883,Yes,Month-to-month,Mailed check,OnlineSecurity,No
Cust3627,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,250.5,41030,4552.25,40343,No,Month-to-month,Credit card (automatic),TechnicalSupport,No
Cust3669,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,293.75,41030,11015.5,39803,Yes,One year,Mailed check,MultipleLines,No
Cust4697,Yes,India,Maharashtra,1,1,2,Highschool or below,Male,195.5,41030,4856.5,40193,No,Month-to-month,Bank transfer (automatic),HasPhoneService,0
Cust6459,Yes,India,Maharashtra,1,2,2,ProfessionalQalification,Male,419.25,41030,13581.5,39923,Yes,Month-to-month,Credit card (automatic),MultipleLines,Yes
Cust2508,No,India,Maharashtra,0,1,1,Highschool or below,Female,128,41030,8367,38843,Yes,Two year,Bank transfer (automatic),HasPhoneService,1
Cust5994,No,India,Maharashtra,0,2,2,Masters,Male,98.25,41030,1757.75,40403,Yes,One year,Bank transfer (automatic),OnlineBackup,No internet service
Cust1613,Yes,India,Maharashtra,1,1,2,ProfessionalQalification,Male,502.25,41030,8112.25,40403,Yes,Month-to-month,Credit card (automatic),StreamingTelevision,Yes
Cust1383,No,India,Maharashtra,0,1,2,Highschool or below,Male,404.5,41030,22787.5,39233,Yes,One year,Electronic check,OnlineBackup,No
Cust3387,No,India,Maharashtra,1,1,2,Graduation,Male,367.25,41030,26645,38753,Yes,Two year,Credit card (automatic),OnlineSecurity,No
Cust2506,No,India,Maharashtra,0,2,2,Graduation,Female,412.25,41030,28233,38873,Yes,Two year,Credit card (automatic),OnlineBackup,Yes
Cust3248,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,475.5,41030,34215.75,38753,Yes,Two year,Electronic check,OnlineBackup,Yes
Cust4748,No,India,Maharashtra,0,1,1,Masters,Male,525.25,41030,30024.25,39173,Yes,One year,Bank transfer (automatic),OnlineSecurity,No
Cust3691,No,India,Maharashtra,0,1,1,Masters,Female,349.5,41030,23079.5,38903,Yes,Two year,Bank transfer (automatic),InternetServiceCategory,DSL
Cust3479,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,475.75,41030,25000.25,39383,Yes,One year,Mailed check,MultipleLines,Yes
Cust3276,No,India,Maharashtra,0,1,1,Graduation,Male,414.25,41030,28882.25,38873,No,Two year,Bank transfer (automatic),TechnicalSupport,Yes
Cust1572,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,531,41030,31876,39083,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust1842,No,India,Maharashtra,0,1,2,Highschool or below,Female,467.5,41030,23097.75,39383,Yes,One year,Electronic check,OnlineBackup,Yes
Cust4443,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,350,41030,765.25,40853,No,Month-to-month,Bank transfer (automatic),MultipleLines,No
Cust3618,No,India,Maharashtra,1,1,2,Graduation,Female,544,41030,35412.25,38963,Yes,Month-to-month,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust3239,No,India,Maharashtra,0,1,2,Graduation,Male,103.25,41030,2087.5,40313,No,One year,Mailed check,TechnicalSupport,No internet service
Cust5168,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,148.75,41030,484.25,40823,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5633,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,495,41030,6508.5,40523,Yes,Month-to-month,Mailed check,MultipleLines,Yes
Cust3665,No,India,Maharashtra,1,1,2,Masters,Female,420.5,41030,30648.25,38753,Yes,Two year,Credit card (automatic),StreamingTelevision,Yes
Cust5295,No,India,Maharashtra,0,1,1,Highschool or below,Female,321.75,41030,7793.25,40193,No,Two year,Electronic check,HasPhoneService,1
Cust3021,Yes,India,Maharashtra,1,2,2,Highschool or below,Male,453,41030,8300,40343,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust4175,Yes,India,Maharashtra,0,1,1,Graduation,Male,447.75,41030,927.75,40853,Yes,Month-to-month,Bank transfer (automatic),HasPhoneService,1
Cust6246,No,India,Maharashtra,0,1,1,Highschool or below,Female,353.25,41030,25055.75,38753,Yes,Two year,Credit card (automatic),OnlineSecurity,Yes
Cust1694,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,255,41030,11322.5,39563,No,One year,Bank transfer (automatic),StreamingTelevision,No
Cust3179,Yes,India,Maharashtra,0,2,2,Graduation,Female,229.75,41030,229.75,40883,No,Month-to-month,Mailed check,TechnicalSupport,No
Cust3550,No,India,Maharashtra,0,2,2,Masters,Female,123,41030,3026.25,40193,No,One year,Bank transfer (automatic),DeviceProtection,No internet service
Cust3524,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,98.5,41030,98.5,40883,No,Month-to-month,Mailed check,TechnicalSupport,No internet service
Cust4204,No,India,Maharashtra,0,2,2,Graduation,Female,451.25,41030,31929.75,38813,Yes,One year,Bank transfer (automatic),TechnicalSupport,Yes
Cust5144,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,399.25,41030,12020.75,39983,Yes,Month-to-month,Credit card (automatic),StreamingTelevision,No
Cust4564,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,398.25,41030,398.25,40883,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust5675,No,India,Maharashtra,0,2,2,Masters,Female,413.75,41030,2088.75,40763,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5284,No,India,Maharashtra,0,2,2,Graduation,Male,319.75,41030,1590.5,40763,Yes,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust3992,Yes,India,Maharashtra,0,2,2,Graduation,Male,449.25,41030,10825.25,40193,Yes,Month-to-month,Mailed check,DeviceProtection,Yes
Cust4566,No,India,Maharashtra,0,1,1,Highschool or below,Female,123.5,41030,8429.5,38813,No,Two year,Bank transfer (automatic),StreamingMovies,No internet service
Cust3866,No,India,Maharashtra,1,2,2,Masters,Female,445.75,41030,19953.75,39593,No,One year,Credit card (automatic),OnlineBackup,Yes
Cust4722,No,India,Maharashtra,1,1,2,Graduation,Female,532.5,41030,28109.25,39353,Yes,One year,Electronic check,TechnicalSupport,No
Cust4090,Yes,India,Maharashtra,0,1,1,Highschool or below,Male,450.25,41030,20686,39503,No,Month-to-month,Electronic check,DeviceProtection,Yes
Cust4905,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,400,41030,18848.5,39533,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust3769,Yes,India,Maharashtra,0,2,1,Highschool or below,Male,454.25,41030,454.25,40883,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust1556,No,India,Maharashtra,0,1,2,Masters,Female,225,41030,448.75,40853,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust5846,No,India,Maharashtra,0,1,2,Masters,Female,423.5,41030,28555.25,38873,Yes,Two year,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust3797,No,India,Maharashtra,0,1,1,Graduation,Male,427,41030,16485,39773,Yes,Two year,Bank transfer (automatic),OnlineSecurity,Yes
Cust5549,No,India,Maharashtra,0,1,1,Masters,Female,472,41030,21476.75,39593,No,One year,Electronic check,MultipleLines,Yes
Cust1887,Yes,India,Maharashtra,0,1,2,Graduation,Female,440.75,41030,6953,40463,No,Month-to-month,Electronic check,DeviceProtection,No
Cust6290,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,95.5,41030,5719,39083,No,One year,Credit card (automatic),DeviceProtection,No internet service
Cust6052,No,India,Maharashtra,0,2,2,Masters,Male,99.75,41030,1218.25,40523,No,Two year,Mailed check,OnlineBackup,No internet service
Cust3126,Yes,India,Maharashtra,0,2,2,Masters,Female,395,41030,1515.75,40793,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust6049,No,India,Maharashtra,0,2,2,Masters,Female,104.5,41030,104.5,40883,No,Month-to-month,Mailed check,TechnicalSupport,No internet service
Cust4415,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,176,41030,544.75,40823,No,Month-to-month,Credit card (automatic),OnlineSecurity,No
Cust1822,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,390.25,41030,10677.5,40103,Yes,Month-to-month,Electronic check,StreamingMovies,No
Cust3317,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,475,41030,15040.75,39923,Yes,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust5641,No,India,Maharashtra,0,2,2,Highschool or below,Female,368.75,41030,8783,40223,Yes,One year,Mailed check,OnlineBackup,No
Cust3359,No,India,Maharashtra,0,2,2,Graduation,Male,100,41030,927,40613,No,Month-to-month,Electronic check,StreamingTelevision,No internet service
Cust4639,No,India,Maharashtra,0,1,1,Graduation,Male,450.5,41030,450.5,40883,Yes,Month-to-month,Electronic check,StreamingMovies,Yes
Cust1899,No,India,Maharashtra,0,1,2,Masters,Male,103.5,41030,7460.5,38753,No,Two year,Bank transfer (automatic),HasPhoneService,1
Cust4898,Yes,India,Maharashtra,0,1,1,ProfessionalQalification,Male,342.5,41030,342.5,40883,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust4496,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,399.25,41030,4436.75,40613,Yes,Month-to-month,Mailed check,StreamingTelevision,No
Cust2457,No,India,Maharashtra,0,2,2,Highschool or below,Male,453.25,41030,1839.75,40793,No,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust6468,No,India,Maharashtra,0,1,1,Graduation,Female,349.75,41030,1602,40763,No,Month-to-month,Credit card (automatic),TechnicalSupport,No
Cust5526,Yes,India,Maharashtra,1,2,2,ProfessionalQalification,Female,429,41030,8637.5,40313,Yes,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust5625,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,372,41030,8463,40253,Yes,Month-to-month,Bank transfer (automatic),DeviceProtection,No
Cust3183,No,India,Maharashtra,0,1,1,Masters,Male,405.25,41030,25676.75,38993,No,Month-to-month,Electronic check,OnlineBackup,Yes
Cust3416,No,India,Maharashtra,0,1,1,Graduation,Female,499.5,41030,36258.5,38753,No,Two year,Bank transfer (automatic),DeviceProtection,No
Cust5763,No,India,Maharashtra,0,1,2,Graduation,Male,304,41030,21317,38843,Yes,One year,Credit card (automatic),MultipleLines,No phone service
Cust4106,No,India,Maharashtra,1,1,2,ProfessionalQalification,Female,428.5,41030,10335,40133,Yes,Month-to-month,Credit card (automatic),StreamingTelevision,Yes
Cust2629,No,India,Maharashtra,0,1,1,Highschool or below,Male,333.5,41030,5385.25,40403,Yes,Month-to-month,Mailed check,DeviceProtection,Yes
Cust3925,No,India,Maharashtra,0,2,2,Graduation,Female,291,41030,5226.25,40343,No,One year,Electronic check,InternetServiceCategory,DSL
Cust1202,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,103.25,41030,103.25,40883,No,Month-to-month,Electronic check,TechnicalSupport,No internet service
Cust3708,No,India,Maharashtra,0,2,2,Masters,Female,479.25,41030,12376.75,40133,Yes,One year,Bank transfer (automatic),HasPhoneService,1
Cust5925,No,India,Maharashtra,1,1,2,Highschool or below,Female,525,41030,37890.25,38753,No,One year,Credit card (automatic),HasPhoneService,1
Cust3213,No,India,Maharashtra,0,1,2,Masters,Male,524,41030,37350.5,38753,Yes,Two year,Bank transfer (automatic),StreamingTelevision,Yes
Cust1683,No,India,Maharashtra,0,1,2,Graduation,Female,330.25,41030,17310.5,39263,Yes,One year,Credit card (automatic),StreamingMovies,No
Cust4728,No,India,Maharashtra,1,2,1,ProfessionalQalification,Male,474,41030,26321.5,39233,No,One year,Credit card (automatic),MultipleLines,No
Cust3982,Yes,India,Maharashtra,1,2,2,Masters,Female,472.25,41030,7556,40433,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust5068,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,460.25,41030,28779,39053,Yes,One year,Electronic check,TechnicalSupport,No
Cust5152,No,India,Maharashtra,0,2,2,Masters,Female,100,41030,318,40823,No,Month-to-month,Mailed check,InternetServiceCategory,No
Cust1295,No,India,Maharashtra,0,2,2,Highschool or below,Male,307.75,41030,7909.75,40133,No,One year,Electronic check,DeviceProtection,No
Cust5889,Yes,India,Maharashtra,1,1,2,Highschool or below,Female,440.25,41030,21836.75,39413,Yes,Month-to-month,Electronic check,MultipleLines,Yes
Cust3635,No,India,Maharashtra,1,2,2,Graduation,Female,586.75,41030,42181.25,38753,Yes,Two year,Credit card (automatic),TechnicalSupport,Yes
Cust6446,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,393.25,41030,2416.5,40733,No,Month-to-month,Credit card (automatic),StreamingTelevision,Yes
Cust6465,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,462,41030,11749,40133,Yes,Month-to-month,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust6490,Yes,India,Maharashtra,0,1,2,Graduation,Female,375.75,41030,1083.75,40823,Yes,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust5509,No,India,Maharashtra,0,1,2,Graduation,Female,566.5,41030,25161.25,39563,No,One year,Mailed check,StreamingMovies,Yes
Cust3169,Yes,India,Maharashtra,0,1,1,Highschool or below,Male,353.75,41030,9874,40043,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust6174,No,India,Maharashtra,0,2,2,Masters,Male,475,41030,14262,40013,Yes,Month-to-month,Credit card (automatic),MultipleLines,Yes
Cust3816,No,India,Maharashtra,0,1,2,Graduation,Male,517.25,41030,7699,40463,Yes,Month-to-month,Electronic check,DeviceProtection,Yes
Cust5654,No,India,Maharashtra,0,1,1,Graduation,Female,95,41030,95,40883,Yes,Month-to-month,Mailed check,StreamingMovies,No internet service
Cust3887,No,India,Maharashtra,0,2,2,Graduation,Female,122.5,41030,232,40853,No,Month-to-month,Electronic check,StreamingTelevision,No
Cust5305,No,India,Maharashtra,0,1,1,Masters,Female,120.25,41030,7795.75,38993,Yes,Two year,Mailed check,StreamingTelevision,No internet service
Cust1811,No,India,Maharashtra,0,1,1,Highschool or below,Female,104.5,41030,5730.25,39323,No,Two year,Mailed check,HasPhoneService,1
Cust5948,No,India,Maharashtra,0,1,1,Highschool or below,Male,391.75,41030,27229.75,38813,No,One year,Bank transfer (automatic),HasPhoneService,1
Cust5054,No,India,Maharashtra,0,2,2,Graduation,Male,255.75,41030,6378.5,40193,Yes,Month-to-month,Electronic check,TechnicalSupport,No
